Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
7950,77,98000,1,110,1,0,1600,5,1065
7950,80,97548,1,86,0,0,1300,5,1035
8900,78,97534,1,110,1,0,1600,5,1070
8950,73,97494,1,110,1,0,1600,5,1085
8900,73,97085,1,110,1,0,1600,5,1085
7950,69,97000,1,110,0,0,1600,4,1035
6495,74,96302,1,86,1,0,1300,3,1015
7250,78,96000,1,86,1,0,1300,3,1015
9250,74,96000,1,110,1,0,1600,5,1085
6650,78,95909,1,110,1,0,1600,5,1070
6990,79,95700,1,110,0,0,1600,5,1085
7750,78,95651,1,110,1,0,1600,5,1070
6950,79,95000,1,86,1,0,1300,5,1035
7250,80,94447,1,110,0,0,1600,3,1050
9950,80,94079,1,110,1,0,1600,5,1085
9250,80,93841,1,110,0,0,1600,5,1070
7200,79,93090,1,86,1,0,1300,5,1035
8250,72,93066,1,110,1,0,1600,5,1075
8950,79,93039,1,110,1,0,1600,3,1050
8250,77,93000,1,110,1,0,1600,5,1075
6250,80,92830,1,86,1,0,1300,3,1015
9900,80,92255,1,107,0,1,1600,5,1105
7300,80,92096,1,86,1,0,1300,5,1035
8950,72,91921,1,86,1,0,1300,3,1020
6500,70,91900,1,86,1,0,1300,3,1015
7950,78,91399,1,110,1,0,1600,5,1070
7450,75,91082,1,110,1,0,1600,3,1050
7950,71,90370,1,86,1,0,1300,5,1035
8500,78,90345,1,86,1,0,1300,5,1035
6950,77,90305,1,86,1,0,1300,3,1015
7950,78,90011,1,86,0,1,1300,3,1045
6750,77,90000,1,86,1,0,1300,3,1015
8450,70,89983,1,110,0,0,1600,3,1055
7500,78,89953,1,110,0,0,1600,5,1114
8750,74,89800,0,72,1,0,2000,3,1115
8750,79,89739,1,86,1,0,1300,5,1035
8950,76,89520,1,110,1,0,1600,3,1050
7450,75,89507,1,86,0,0,1300,3,1015
9200,69,89096,1,110,1,0,1600,5,1085
8950,74,88700,1,110,1,0,1600,3,1050
7850,72,88500,1,110,1,0,1600,5,1075
6950,73,88186,0,72,1,0,2000,3,1115
7200,75,88000,1,110,1,0,1600,3,1050
7450,78,87743,1,110,0,0,1600,3,1055
6750,75,87613,1,86,0,0,1300,3,1015
7500,73,87358,1,110,1,0,1600,3,1050
7450,72,87083,1,110,0,0,1600,4,1035
7950,70,87000,1,110,1,0,1600,4,1035
7250,78,87000,1,110,1,0,1600,4,1035
7950,73,87000,1,86,1,0,1300,3,1015
8250,80,87000,1,86,1,0,1300,3,1015
8250,72,86860,1,110,0,0,1600,5,1075
6750,80,86109,1,110,1,0,1600,3,1055
8750,79,86000,1,86,1,0,1300,5,1040
8950,80,86000,1,110,0,0,1600,3,1050
8500,70,85864,0,72,1,0,2000,5,1135
8250,80,85565,1,110,0,0,1600,5,1070
9450,70,85470,1,107,0,1,1600,3,1080
7950,73,85200,1,110,1,0,1600,3,1050
7900,70,85000,1,110,1,0,1600,3,1055
8500,73,84988,1,110,1,0,1600,3,1050
8250,79,84966,1,110,0,0,1600,5,1070
8250,76,84472,1,110,1,0,1600,5,1070
8950,73,84402,1,110,1,0,1600,4,1035
7950,74,84123,1,110,0,0,1600,3,1050
6950,80,84000,1,110,0,0,1600,5,1075
7250,78,84000,1,110,1,0,1600,5,1065
7750,77,84000,1,110,1,0,1600,5,1085
8700,75,83850,1,110,1,0,1600,3,1055
8950,80,83540,1,110,1,0,1600,5,1070
6750,76,83405,1,110,1,0,1600,5,1070
7500,71,83291,1,110,1,0,1600,5,1070
7950,69,83133,1,86,0,0,1300,3,1015
8950,71,83047,1,86,1,1,1300,3,1045
7950,71,82700,1,110,0,0,1600,3,1050
7450,78,82675,1,86,0,0,1300,3,1015
5950,78,82595,1,86,1,0,1300,3,1015
7750,75,82256,1,110,1,0,1600,3,1050
6950,77,82103,1,86,1,0,1300,3,1015
8750,80,82021,1,86,1,0,1300,5,1035
8950,71,82000,1,110,1,0,1600,5,1075
7495,79,81988,1,110,1,0,1600,5,1070
7750,76,81930,1,110,0,0,1600,5,1070
6950,70,81663,1,110,0,0,1600,3,1050
7990,77,80486,1,110,1,0,1600,5,1070
7250,78,80000,1,110,1,0,1600,4,1065
6900,69,79000,1,86,0,0,1300,3,1015
7750,74,78894,1,110,0,0,1600,5,1070
7250,78,78689,1,110,0,0,1600,4,1035
8950,77,78435,1,86,0,0,1300,3,1015
8500,71,78260,1,110,0,0,1600,3,1050
7950,72,78120,1,110,1,0,1600,5,1075
6950,77,77000,1,86,0,0,1300,3,1015
8000,78,77000,1,110,0,0,1600,3,1050
7950,75,76382,1,110,1,0,1600,3,1055
8500,76,76268,1,86,1,0,1300,3,1015
7490,73,76151,1,86,1,0,1300,3,1015
8250,80,76000,1,110,0,0,1600,3,1050
9250,71,76000,1,110,1,0,1600,5,1070
7950,72,75840,1,86,0,0,1300,5,1035
9500,77,75799,1,110,1,0,1600,3,1050
8950,72,75525,1,110,1,0,1600,3,1114
8450,78,75323,1,86,1,0,1300,5,1050
7995,79,75322,1,110,1,0,1600,4,1115
8750,78,75226,1,110,0,0,1600,4,1035
5950,71,75085,1,86,0,0,1300,5,1035
8500,73,75000,1,110,0,0,1600,5,1075
8950,69,75000,1,86,1,0,1300,4,1000
8750,69,75000,1,86,1,0,1300,4,1000
7600,78,74926,1,110,1,0,1600,5,1075
7145,80,74785,1,110,1,0,1600,5,1070
8450,69,74573,1,110,1,0,1600,5,1085
5950,75,74567,1,86,1,0,1300,3,1015
9000,80,74196,1,110,0,0,1600,5,1075
7250,80,74151,1,110,1,0,1600,3,1050
7400,75,74096,1,110,1,0,1600,3,1050
8800,79,74093,1,110,1,0,1600,5,1075
7750,71,74000,1,110,0,0,1600,3,1050
7500,75,74000,1,86,1,0,1300,3,1015
8450,78,73638,1,86,1,1,1300,4,1015
7400,75,73460,1,110,1,0,1600,5,1070
7500,80,73200,1,110,1,0,1600,5,1070
8950,76,73116,1,110,1,0,1600,5,1075
8950,70,73014,1,110,1,0,1600,5,1075
7950,77,72703,1,110,1,0,1600,3,1050
7950,79,72328,1,110,1,0,1600,5,1075
7950,78,72222,1,110,1,0,1600,5,1070
8950,71,72128,1,107,1,1,1600,5,1100
7750,78,72090,1,110,1,0,1600,5,1070
8250,78,72000,1,110,1,0,1600,4,1035
7950,78,72000,1,110,0,0,1600,3,1055
7750,77,71900,1,86,1,0,1300,3,1015
8500,77,71825,1,110,0,0,1600,5,1075
6950,80,71740,1,110,1,0,1600,5,1070
7500,80,71500,1,110,1,0,1600,4,1035
7750,79,71359,1,110,1,0,1600,3,1050
5950,79,71263,1,86,0,0,1300,3,1015
7500,78,71186,1,110,0,0,1600,3,1050
8950,72,71054,1,86,0,1,1300,3,1045
7950,76,71000,1,110,1,0,1600,3,1050
6900,80,70939,1,110,1,1,1600,5,1100
7450,77,70932,1,110,1,0,1600,3,1050
8500,80,70597,1,107,1,1,1600,3,1080
7500,73,70482,1,110,1,0,1600,5,1075
8750,77,70124,1,110,1,0,1600,3,1050
7500,76,70039,1,110,1,0,1600,3,1050
9950,80,69904,1,110,0,0,1600,5,1070
7950,75,69388,1,86,0,0,1300,3,1010
9950,75,69320,1,110,1,0,1600,5,1070
9250,78,69000,1,110,1,0,1600,5,1075
9250,73,68988,1,86,1,0,1300,5,1035
9950,79,68945,1,110,1,0,1600,5,1085
5950,74,68285,1,110,1,0,1600,3,1050
7995,76,68000,1,110,1,0,1600,5,1075
8950,70,68000,1,86,1,1,1300,3,1045
7450,75,67451,1,86,1,0,1300,4,1000
8250,76,67266,1,86,1,0,1300,5,1035
8500,78,67255,1,110,0,0,1600,5,1085
8500,70,67100,1,110,1,0,1600,5,1075
9400,69,67092,0,72,1,0,2000,3,1115
7250,80,66880,1,110,1,0,1600,3,1055
8950,79,66855,1,110,1,0,1600,5,1075
9450,80,66843,1,110,1,0,1600,5,1075
8500,74,66718,1,110,1,0,1600,3,1050
6750,80,66168,1,86,1,0,1300,3,1015
7400,80,65950,1,110,0,0,1600,5,1070
8950,78,65500,1,86,1,0,1300,3,1015
6900,80,65307,1,110,1,0,1600,3,1055
7750,79,65254,1,86,1,0,1300,3,1015
8950,71,65021,0,72,1,0,2000,3,1115
6950,75,65006,1,86,1,0,1300,3,1015
8495,77,64280,1,110,0,0,1600,4,1035
10000,75,64000,1,107,0,1,1600,3,1085
6999,71,64000,1,110,1,0,1600,5,1070
8950,80,64000,1,110,0,0,1600,3,1055
8500,79,63918,1,110,0,0,1600,4,1035
8750,75,63634,1,110,1,0,1600,4,1035
7499,80,63500,1,110,1,0,1600,3,1050
9000,80,63266,1,110,1,0,1600,4,1035
8950,77,62595,1,110,1,0,1600,3,1050
6950,80,62581,1,110,0,0,1600,5,1075
8500,77,62285,1,110,1,0,1600,5,1075
8450,77,61906,1,86,1,1,1300,5,1065
8950,74,61700,1,110,0,0,1600,5,1070
8250,77,61648,1,110,1,0,1600,5,1070
7950,75,61626,1,86,0,0,1300,5,1035
7450,70,61510,1,110,0,0,1600,4,1035
9000,79,61165,1,107,1,1,1600,3,1080
7150,70,61000,1,110,1,0,1600,4,1035
7750,76,60833,1,110,1,0,1600,4,1035
5845,70,60600,1,86,0,0,1300,3,1060
8500,72,60483,1,110,1,0,1600,5,1075
8250,80,60476,1,110,1,0,1600,5,1114
9450,79,60142,1,110,0,0,1600,3,1050
6750,69,60050,1,110,1,0,1600,3,1050
8400,77,60000,1,110,1,0,1600,3,1050
7900,76,60000,1,110,0,0,1600,3,1050
7950,76,59815,1,110,1,0,1587,3,1055
8750,80,59326,1,110,1,0,1600,5,1085
9900,73,59240,1,110,1,0,1600,3,1050
6495,71,59164,1,110,0,0,1600,4,1035
8250,70,59017,1,107,1,1,1600,3,1080
6900,69,58952,1,110,1,0,1600,3,1050
7500,74,58454,1,86,1,0,1300,3,1015
7950,75,58341,1,86,1,1,1300,4,1030
8250,80,58267,1,110,1,0,1600,5,1070
8950,80,58000,1,110,0,0,1600,3,1055
9750,70,57829,1,110,0,0,1600,3,1050
8250,80,57787,1,86,0,0,1300,3,1015
8900,78,57628,1,110,0,0,1600,5,1075
8950,75,57537,1,86,1,0,1300,5,1050
6750,76,57263,1,110,1,0,1600,3,1050
7950,75,57144,1,110,1,0,1600,5,1070
8600,69,57096,1,86,1,0,1300,3,1025
7750,80,57000,1,86,0,0,1300,4,1000
7800,73,56566,1,110,1,0,1600,3,1050
8750,73,56307,1,110,1,0,1600,3,1050
9500,79,56214,1,86,0,0,1300,3,1015
7750,74,56132,1,110,0,0,1600,4,1035
9950,79,55425,1,110,0,0,1600,5,1075
7750,77,54439,1,86,1,0,1300,3,1015
5950,69,53809,1,110,1,0,1600,3,1050
10950,76,53133,1,110,1,0,1600,5,1070
9450,77,52900,1,110,1,0,1600,4,1075
8250,80,52700,1,110,0,0,1600,3,1050
9750,69,52320,1,110,0,0,1600,5,1070
7450,78,52287,1,110,0,0,1600,5,1114
8750,75,52000,1,110,0,0,1600,5,1075
8750,69,52000,1,110,1,0,1600,3,1050
8500,73,52000,1,110,1,1,1600,4,1065
8950,70,51874,1,86,0,0,1300,4,1000
7500,79,49827,1,86,1,0,1300,5,1035
7250,69,49640,1,110,1,0,1600,4,1035
7450,80,49580,1,110,1,0,1600,4,1035
8750,76,49170,1,86,0,0,1300,3,1045
9800,77,48838,1,110,0,0,1600,3,1055
7500,71,48576,1,86,1,0,1300,3,1015
8950,75,48400,1,110,1,0,1600,5,1075
8950,74,48242,1,86,1,0,1300,5,1035
7450,70,47955,1,110,1,0,1600,5,1070
8950,71,47633,1,110,1,0,1600,5,1075
10500,78,47400,1,86,1,0,1300,5,1040
7000,73,47360,1,86,0,0,1300,3,1010
8500,77,45507,1,110,1,0,1600,3,1050
7750,76,45410,1,86,1,0,1300,5,1035
8950,70,44850,1,110,1,0,1600,3,1050
8250,69,44826,1,110,0,0,1600,5,1075
9250,80,44444,1,110,1,0,1600,3,1050
7900,75,43720,1,110,1,0,1600,5,1070
8500,78,43622,1,86,1,0,1300,4,1000
7950,76,43532,1,110,0,0,1600,5,1070
9950,69,42800,1,110,1,0,1600,3,1050
8750,74,42317,1,107,1,1,1600,5,1100
7500,80,42186,1,110,1,0,1600,3,1050
6950,72,42000,1,110,1,0,1600,3,1050
8950,79,40093,1,110,0,0,1600,5,1114
8750,79,39800,1,107,0,1,1600,3,1080
7750,73,39168,1,86,0,0,1300,3,1015
8450,75,38945,1,110,1,0,1600,3,1050
8150,76,36537,1,110,0,1,1600,4,1075
8500,78,36000,1,86,0,1,1300,3,1045
7600,78,36000,1,110,1,0,1600,3,1050
7950,80,35821,1,86,0,1,1300,3,1015
7750,73,34717,1,86,0,0,1300,3,1015
7950,80,34000,1,86,1,0,1300,4,1000
9950,78,30964,1,110,0,1,1600,3,1080
8950,71,29000,1,86,1,1,1300,3,1045
8450,72,26000,1,86,0,0,1300,3,1015
8950,78,24000,1,86,1,1,1300,5,1065
8450,80,23000,1,86,0,0,1300,3,1015
7500,69,20544,1,86,1,0,1300,3,1025
10845,72,19000,1,86,0,0,1300,3,1015
8500,71,17016,1,86,0,0,1300,3,1015
7250,70,16916,1,86,1,0,1300,3,1015
6950,76,1,1,110,0,0,1600,5,1114
